date,product,quantity,revenue,category
2017-04-11,Lays Chips,68,3400,Snacks
2017-04-12,Lays Chips,59,2950,Snacks
2017-04-13,Lays Chips,71,3550,Snacks
2017-04-14,Lays Chips,78,3900,Snacks
2017-04-15,Lays Chips,79,3950,Snacks
2017-04-16,Lays Chips,60,3000,Snacks
2017-04-17,Lays Chips,58,2900,Snacks
2017-04-18,Lays Chips,51,2550,Snacks
2017-04-19,Lays Chips,64,3200,Snacks
2017-04-20,Lays Chips,48,2400,Snacks
2017-04-21,Lays Chips,61,3050,Snacks
2017-04-22,Lays Chips,71,3550,Snacks
2017-04-23,Lays Chips,88,4400,Snacks
2017-04-24,Lays Chips,54,2700,Snacks
2017-04-25,Lays Chips,61,3050,Snacks
2017-04-26,Lays Chips,59,2950,Snacks
2017-04-27,Lays Chips,58,2900,Snacks
2017-04-28,Lays Chips,61,3050,Snacks
2017-04-29,Lays Chips,84,4200,Snacks
2017-04-30,Lays Chips,80,4000,Snacks
2017-05-01,Lays Chips,60,3000,Snacks
2017-05-02,Lays Chips,66,3300,Snacks
2017-05-03,Lays Chips,51,2550,Snacks
2017-05-04,Lays Chips,63,3150,Snacks
2017-05-05,Lays Chips,79,3950,Snacks
2017-05-06,Lays Chips,76,3800,Snacks
2017-05-07,Lays Chips,67,3350,Snacks
2017-05-08,Lays Chips,64,3200,Snacks
2017-05-09,Lays Chips,73,3650,Snacks
2017-05-10,Lays Chips,55,2750,Snacks
2017-05-11,Lays Chips,83,4150,Snacks
2017-05-12,Lays Chips,82,4100,Snacks
2017-05-13,Lays Chips,85,4250,Snacks
2017-05-14,Lays Chips,85,4250,Snacks
2017-05-15,Lays Chips,54,2700,Snacks
2017-05-16,Lays Chips,61,3050,Snacks
2017-05-17,Lays Chips,68,3400,Snacks
2017-05-18,Lays Chips,76,3800,Snacks
2017-05-19,Lays Chips,72,3600,Snacks
2017-05-20,Lays Chips,89,4450,Snacks
2017-05-21,Lays Chips,91,4550,Snacks
2017-05-22,Lays Chips,48,2400,Snacks
2017-05-23,Lays Chips,62,3100,Snacks
2017-05-24,Lays Chips,73,3650,Snacks
2017-05-25,Lays Chips,66,3300,Snacks
2017-05-26,Lays Chips,66,3300,Snacks
2017-05-27,Lays Chips,82,4100,Snacks
2017-05-28,Lays Chips,48,2400,Snacks
2017-05-29,Lays Chips,39,1950,Snacks
2017-05-30,Lays Chips,57,2850,Snacks
2017-05-31,Lays Chips,60,3000,Snacks
2017-06-01,Lays Chips,83,4150,Snacks
2017-06-02,Lays Chips,85,4250,Snacks
2017-06-03,Lays Chips,106,5300,Snacks
2017-06-04,Lays Chips,103,5150,Snacks
2017-06-05,Lays Chips,54,2700,Snacks
2017-06-06,Lays Chips,67,3350,Snacks
2017-06-07,Lays Chips,67,3350,Snacks
2017-06-08,Lays Chips,68,3400,Snacks
2017-06-09,Lays Chips,75,3750,Snacks
2017-06-10,Lays Chips,85,4250,Snacks
2017-06-11,Lays Chips,87,4350,Snacks
2017-06-12,Lays Chips,66,3300,Snacks
2017-06-13,Lays Chips,79,3950,Snacks
2017-06-14,Lays Chips,63,3150,Snacks
2017-06-15,Lays Chips,77,3850,Snacks
2017-06-16,Lays Chips,76,3800,Snacks
2017-06-17,Lays Chips,82,4100,Snacks
2017-06-18,Lays Chips,77,3850,Snacks
2017-06-19,Lays Chips,54,2700,Snacks
2017-06-20,Lays Chips,66,3300,Snacks
2017-06-21,Lays Chips,56,2800,Snacks
2017-06-22,Lays Chips,64,3200,Snacks
2017-06-23,Lays Chips,75,3750,Snacks
2017-06-24,Lays Chips,88,4400,Snacks
2017-06-25,Lays Chips,101,5050,Snacks
2017-06-26,Lays Chips,48,2400,Snacks
2017-06-27,Lays Chips,53,2650,Snacks
2017-06-28,Lays Chips,63,3150,Snacks
2017-06-29,Lays Chips,64,3200,Snacks
2017-06-30,Lays Chips,82,4100,Snacks
2017-07-01,Lays Chips,83,4150,Snacks
2017-07-02,Lays Chips,98,4900,Snacks
2017-07-03,Lays Chips,52,2600,Snacks
2017-07-04,Lays Chips,66,3300,Snacks
2017-07-05,Lays Chips,67,3350,Snacks
2017-07-06,Lays Chips,67,3350,Snacks
2017-07-07,Lays Chips,80,4000,Snacks
2017-07-08,Lays Chips,94,4700,Snacks
2017-07-09,Lays Chips,97,4850,Snacks
2017-07-10,Lays Chips,49,2450,Snacks
2017-07-11,Lays Chips,65,3250,Snacks
2017-07-12,Lays Chips,76,3800,Snacks
2017-07-13,Lays Chips,63,3150,Snacks
2017-07-14,Lays Chips,84,4200,Snacks
2017-07-15,Lays Chips,86,4300,Snacks
2017-07-16,Lays Chips,115,5750,Snacks
2017-07-17,Lays Chips,64,3200,Snacks
2017-07-18,Lays Chips,76,3800,Snacks
2017-07-19,Lays Chips,81,4050,Snacks
2017-07-20,Lays Chips,76,3800,Snacks
2017-07-21,Lays Chips,81,4050,Snacks
2017-07-22,Lays Chips,94,4700,Snacks
2017-07-23,Lays Chips,89,4450,Snacks
2017-07-24,Lays Chips,53,2650,Snacks
2017-07-25,Lays Chips,70,3500,Snacks
2017-07-26,Lays Chips,67,3350,Snacks
2017-07-27,Lays Chips,73,3650,Snacks
2017-07-28,Lays Chips,73,3650,Snacks
2017-07-29,Lays Chips,86,4300,Snacks
2017-07-30,Lays Chips,86,4300,Snacks
2017-07-31,Lays Chips,59,2950,Snacks
2017-08-01,Lays Chips,58,2900,Snacks
2017-08-02,Lays Chips,59,2950,Snacks
2017-08-03,Lays Chips,72,3600,Snacks
2017-08-04,Lays Chips,77,3850,Snacks
2017-08-05,Lays Chips,65,3250,Snacks
2017-08-06,Lays Chips,89,4450,Snacks
2017-08-07,Lays Chips,54,2700,Snacks
2017-08-08,Lays Chips,81,4050,Snacks
2017-08-09,Lays Chips,58,2900,Snacks
2017-08-10,Lays Chips,72,3600,Snacks
2017-08-11,Lays Chips,74,3700,Snacks
2017-08-12,Lays Chips,67,3350,Snacks
2017-08-13,Lays Chips,78,3900,Snacks
2017-08-14,Lays Chips,50,2500,Snacks
2017-08-15,Lays Chips,59,2950,Snacks
2017-08-16,Lays Chips,48,2400,Snacks
2017-08-17,Lays Chips,64,3200,Snacks
2017-08-18,Lays Chips,70,3500,Snacks
2017-08-19,Lays Chips,78,3900,Snacks
2017-08-20,Lays Chips,90,4500,Snacks
2017-08-21,Lays Chips,46,2300,Snacks
2017-08-22,Lays Chips,62,3100,Snacks
2017-08-23,Lays Chips,65,3250,Snacks
2017-08-24,Lays Chips,69,3450,Snacks
2017-08-25,Lays Chips,91,4550,Snacks
2017-08-26,Lays Chips,70,3500,Snacks
2017-08-27,Lays Chips,94,4700,Snacks
2017-08-28,Lays Chips,55,2750,Snacks
2017-08-29,Lays Chips,42,2100,Snacks
2017-08-30,Lays Chips,77,3850,Snacks
2017-08-31,Lays Chips,55,2750,Snacks
2017-09-01,Lays Chips,67,3350,Snacks
2017-09-02,Lays Chips,78,3900,Snacks
2017-09-03,Lays Chips,87,4350,Snacks
2017-09-04,Lays Chips,51,2550,Snacks
2017-09-05,Lays Chips,54,2700,Snacks
2017-09-06,Lays Chips,69,3450,Snacks
2017-09-07,Lays Chips,59,2950,Snacks
2017-09-08,Lays Chips,65,3250,Snacks
2017-09-09,Lays Chips,71,3550,Snacks
2017-09-10,Lays Chips,64,3200,Snacks
2017-09-11,Lays Chips,44,2200,Snacks
2017-09-12,Lays Chips,58,2900,Snacks
2017-09-13,Lays Chips,57,2850,Snacks
2017-09-14,Lays Chips,71,3550,Snacks
2017-09-15,Lays Chips,60,3000,Snacks
2017-09-16,Lays Chips,75,3750,Snacks
2017-09-17,Lays Chips,58,2900,Snacks
2017-09-18,Lays Chips,47,2350,Snacks
2017-09-19,Lays Chips,66,3300,Snacks
2017-09-20,Lays Chips,61,3050,Snacks
2017-09-21,Lays Chips,66,3300,Snacks
2017-09-22,Lays Chips,70,3500,Snacks
2017-09-23,Lays Chips,85,4250,Snacks
2017-09-24,Lays Chips,73,3650,Snacks
2017-09-25,Lays Chips,49,2450,Snacks
2017-09-26,Lays Chips,61,3050,Snacks
2017-09-27,Lays Chips,57,2850,Snacks
2017-09-28,Lays Chips,55,2750,Snacks
2017-09-29,Lays Chips,66,3300,Snacks
2017-09-30,Lays Chips,79,3950,Snacks
2017-10-01,Lays Chips,60,3000,Snacks
2017-10-02,Lays Chips,56,2800,Snacks
2017-10-03,Lays Chips,55,2750,Snacks
2017-10-04,Lays Chips,55,2750,Snacks
2017-10-05,Lays Chips,59,2950,Snacks
2017-10-06,Lays Chips,54,2700,Snacks
2017-10-07,Lays Chips,61,3050,Snacks
2017-10-08,Lays Chips,60,3000,Snacks
2017-10-09,Lays Chips,46,2300,Snacks
2017-10-10,Lays Chips,52,2600,Snacks
2017-10-11,Lays Chips,55,2750,Snacks
2017-10-12,Lays Chips,48,2400,Snacks
2017-10-13,Lays Chips,53,2650,Snacks
2017-10-14,Lays Chips,64,3200,Snacks
2017-10-15,Lays Chips,64,3200,Snacks
2017-10-16,Lays Chips,44,2200,Snacks
2017-10-17,Lays Chips,47,2350,Snacks
2017-10-18,Lays Chips,70,3500,Snacks
2017-10-19,Lays Chips,45,2250,Snacks
2017-10-20,Lays Chips,51,2550,Snacks
2017-10-21,Lays Chips,70,3500,Snacks
2017-10-22,Lays Chips,61,3050,Snacks
2017-10-23,Lays Chips,45,2250,Snacks
2017-10-24,Lays Chips,56,2800,Snacks
2017-10-25,Lays Chips,66,3300,Snacks
2017-10-26,Lays Chips,44,2200,Snacks
2017-10-27,Lays Chips,66,3300,Snacks
2017-10-28,Lays Chips,61,3050,Snacks
2017-10-29,Lays Chips,77,3850,Snacks
2017-10-30,Lays Chips,53,2650,Snacks
2017-10-31,Lays Chips,50,2500,Snacks
2017-11-01,Lays Chips,63,3150,Snacks
2017-11-02,Lays Chips,67,3350,Snacks
2017-11-03,Lays Chips,75,3750,Snacks
2017-11-04,Lays Chips,68,3400,Snacks
2017-11-05,Lays Chips,74,3700,Snacks
2017-11-06,Lays Chips,69,3450,Snacks
2017-11-07,Lays Chips,68,3400,Snacks
2017-11-08,Lays Chips,58,2900,Snacks
2017-11-09,Lays Chips,62,3100,Snacks
2017-11-10,Lays Chips,58,2900,Snacks
2017-11-11,Lays Chips,69,3450,Snacks
2017-11-12,Lays Chips,76,3800,Snacks
2017-11-13,Lays Chips,61,3050,Snacks
2017-11-14,Lays Chips,57,2850,Snacks
2017-11-15,Lays Chips,55,2750,Snacks
2017-11-16,Lays Chips,53,2650,Snacks
2017-11-17,Lays Chips,75,3750,Snacks
2017-11-18,Lays Chips,78,3900,Snacks
2017-11-19,Lays Chips,73,3650,Snacks
2017-11-20,Lays Chips,54,2700,Snacks
2017-11-21,Lays Chips,55,2750,Snacks
2017-11-22,Lays Chips,51,2550,Snacks
2017-11-23,Lays Chips,73,3650,Snacks
2017-11-24,Lays Chips,68,3400,Snacks
2017-11-25,Lays Chips,63,3150,Snacks
2017-11-26,Lays Chips,78,3900,Snacks
2017-11-27,Lays Chips,58,2900,Snacks
2017-11-28,Lays Chips,57,2850,Snacks
2017-11-29,Lays Chips,66,3300,Snacks
2017-11-30,Lays Chips,80,4000,Snacks
2017-12-01,Lays Chips,56,2800,Snacks
2017-12-02,Lays Chips,64,3200,Snacks
2017-12-03,Lays Chips,59,2950,Snacks
2017-12-04,Lays Chips,33,1650,Snacks
2017-12-05,Lays Chips,45,2250,Snacks
2017-12-06,Lays Chips,50,2500,Snacks
2017-12-07,Lays Chips,47,2350,Snacks
2017-12-08,Lays Chips,44,2200,Snacks
2017-12-09,Lays Chips,50,2500,Snacks
2017-12-10,Lays Chips,50,2500,Snacks
2017-12-11,Lays Chips,43,2150,Snacks
2017-12-12,Lays Chips,37,1850,Snacks
2017-12-13,Lays Chips,50,2500,Snacks
2017-12-14,Lays Chips,42,2100,Snacks
2017-12-15,Lays Chips,52,2600,Snacks
2017-12-16,Lays Chips,48,2400,Snacks
2017-12-17,Lays Chips,55,2750,Snacks
2017-12-18,Lays Chips,37,1850,Snacks
2017-12-19,Lays Chips,41,2050,Snacks
2017-12-20,Lays Chips,35,1750,Snacks
2017-12-21,Lays Chips,39,1950,Snacks
2017-12-22,Lays Chips,41,2050,Snacks
2017-12-23,Lays Chips,52,2600,Snacks
2017-12-24,Lays Chips,47,2350,Snacks
2017-12-25,Lays Chips,37,1850,Snacks
2017-12-26,Lays Chips,43,2150,Snacks
2017-12-27,Lays Chips,55,2750,Snacks
2017-12-28,Lays Chips,50,2500,Snacks
2017-12-29,Lays Chips,50,2500,Snacks
2017-12-30,Lays Chips,56,2800,Snacks
2017-12-31,Lays Chips,67,3350,Snacks
2016-01-01,Coca Cola,23,2070,Beverage
2016-01-02,Coca Cola,22,1980,Beverage
2016-01-03,Coca Cola,31,2790,Beverage
2016-01-04,Coca Cola,23,2070,Beverage
2016-01-05,Coca Cola,18,1620,Beverage
2016-01-06,Coca Cola,20,1800,Beverage
2016-01-07,Coca Cola,24,2160,Beverage
2016-01-08,Coca Cola,40,3600,Beverage
2016-01-09,Coca Cola,31,2790,Beverage
2016-01-10,Coca Cola,35,3150,Beverage
2016-01-11,Coca Cola,15,1350,Beverage
2016-01-12,Coca Cola,34,3060,Beverage
2016-01-13,Coca Cola,24,2160,Beverage
2016-01-14,Coca Cola,27,2430,Beverage
2016-01-15,Coca Cola,27,2430,Beverage
2016-01-16,Coca Cola,27,2430,Beverage
2016-01-17,Coca Cola,31,2790,Beverage
2016-01-18,Coca Cola,22,1980,Beverage
2016-01-19,Coca Cola,21,1890,Beverage
2016-01-20,Coca Cola,20,1800,Beverage
2016-01-21,Coca Cola,22,1980,Beverage
2016-01-22,Coca Cola,29,2610,Beverage
2016-01-23,Coca Cola,32,2880,Beverage
2016-01-24,Coca Cola,31,2790,Beverage
2016-01-25,Coca Cola,21,1890,Beverage
2016-01-26,Coca Cola,18,1620,Beverage
2016-01-27,Coca Cola,21,1890,Beverage
2016-01-28,Coca Cola,22,1980,Beverage
2016-01-29,Coca Cola,26,2340,Beverage
2016-01-30,Coca Cola,27,2430,Beverage
2016-01-31,Coca Cola,31,2790,Beverage
2016-02-01,Coca Cola,14,1260,Beverage
2016-02-02,Coca Cola,28,2520,Beverage
2016-02-03,Coca Cola,26,2340,Beverage
2016-02-04,Coca Cola,27,2430,Beverage
2016-02-05,Coca Cola,32,2880,Beverage
2016-02-06,Coca Cola,34,3060,Beverage
2016-02-07,Coca Cola,33,2970,Beverage
2016-02-08,Coca Cola,22,1980,Beverage
2016-02-09,Coca Cola,35,3150,Beverage
2016-02-10,Coca Cola,33,2970,Beverage
2016-02-11,Coca Cola,27,2430,Beverage
2016-02-12,Coca Cola,24,2160,Beverage
2016-02-13,Coca Cola,33,2970,Beverage
2016-02-14,Coca Cola,30,2700,Beverage
2016-02-15,Coca Cola,18,1620,Beverage
2016-02-16,Coca Cola,30,2700,Beverage
2016-02-17,Coca Cola,22,1980,Beverage
2016-02-18,Coca Cola,25,2250,Beverage
2016-02-19,Coca Cola,27,2430,Beverage
2016-02-20,Coca Cola,27,2430,Beverage
2016-02-21,Coca Cola,37,3330,Beverage
2016-02-22,Coca Cola,27,2430,Beverage
2016-02-23,Coca Cola,28,2520,Beverage
2016-02-24,Coca Cola,32,2880,Beverage
2016-02-25,Coca Cola,20,1800,Beverage
2016-02-26,Coca Cola,27,2430,Beverage
2016-02-27,Coca Cola,21,1890,Beverage
2016-02-28,Coca Cola,32,2880,Beverage
2016-02-29,Coca Cola,20,1800,Beverage
2016-03-01,Coca Cola,32,2880,Beverage
2016-03-02,Coca Cola,22,1980,Beverage
2016-03-03,Coca Cola,40,3600,Beverage
2016-03-04,Coca Cola,36,3240,Beverage
2016-03-05,Coca Cola,43,3870,Beverage
2016-03-06,Coca Cola,35,3150,Beverage
2016-03-07,Coca Cola,26,2340,Beverage
2016-03-08,Coca Cola,34,3060,Beverage
2016-03-09,Coca Cola,38,3420,Beverage
2016-03-10,Coca Cola,46,4140,Beverage
2016-03-11,Coca Cola,26,2340,Beverage
2016-03-12,Coca Cola,38,3420,Beverage
2016-03-13,Coca Cola,34,3060,Beverage
2016-03-14,Coca Cola,18,1620,Beverage
2016-03-15,Coca Cola,24,2160,Beverage
2016-03-16,Coca Cola,28,2520,Beverage
2016-03-17,Coca Cola,24,2160,Beverage
2016-03-18,Coca Cola,37,3330,Beverage
2016-03-19,Coca Cola,44,3960,Beverage
2016-03-20,Coca Cola,39,3510,Beverage
2016-03-21,Coca Cola,21,1890,Beverage
2016-03-22,Coca Cola,25,2250,Beverage
2016-03-23,Coca Cola,36,3240,Beverage
2016-03-24,Coca Cola,30,2700,Beverage
2016-03-25,Coca Cola,44,3960,Beverage
2016-03-26,Coca Cola,37,3330,Beverage
2016-03-27,Coca Cola,37,3330,Beverage
2016-03-28,Coca Cola,27,2430,Beverage
2016-03-29,Coca Cola,30,2700,Beverage
2016-03-30,Coca Cola,21,1890,Beverage
2016-03-31,Coca Cola,29,2610,Beverage
2016-04-01,Coca Cola,40,3600,Beverage
2016-04-02,Coca Cola,28,2520,Beverage
2016-04-03,Coca Cola,43,3870,Beverage
2016-04-04,Coca Cola,36,3240,Beverage
2016-04-05,Coca Cola,32,2880,Beverage
2016-04-06,Coca Cola,35,3150,Beverage
2016-04-07,Coca Cola,40,3600,Beverage
2016-04-08,Coca Cola,50,4500,Beverage
2016-04-09,Coca Cola,36,3240,Beverage
2016-04-10,Coca Cola,67,6030,Beverage
2016-04-11,Coca Cola,33,2970,Beverage
2016-04-12,Coca Cola,29,2610,Beverage
2016-04-13,Coca Cola,28,2520,Beverage
2016-04-14,Coca Cola,38,3420,Beverage
2016-04-15,Coca Cola,34,3060,Beverage
2016-04-16,Coca Cola,48,4320,Beverage
2016-04-17,Coca Cola,39,3510,Beverage
2016-04-18,Coca Cola,26,2340,Beverage
2016-04-19,Coca Cola,23,2070,Beverage
2016-04-20,Coca Cola,43,3870,Beverage
2016-04-21,Coca Cola,43,3870,Beverage
2016-04-22,Coca Cola,35,3150,Beverage
2016-04-23,Coca Cola,44,3960,Beverage
2016-04-24,Coca Cola,43,3870,Beverage
2016-04-25,Coca Cola,34,3060,Beverage
2016-04-26,Coca Cola,32,2880,Beverage
2016-04-27,Coca Cola,31,2790,Beverage
2016-04-28,Coca Cola,34,3060,Beverage
2016-04-29,Coca Cola,32,2880,Beverage
2016-04-30,Coca Cola,37,3330,Beverage
2016-05-01,Coca Cola,53,4770,Beverage
2016-05-02,Coca Cola,30,2700,Beverage
2016-05-03,Coca Cola,35,3150,Beverage
2016-05-04,Coca Cola,37,3330,Beverage
2016-05-05,Coca Cola,59,5310,Beverage
2016-05-06,Coca Cola,50,4500,Beverage
2016-05-07,Coca Cola,54,4860,Beverage
2016-05-08,Coca Cola,49,4410,Beverage
2016-05-09,Coca Cola,40,3600,Beverage
2016-05-10,Coca Cola,35,3150,Beverage
2016-05-11,Coca Cola,39,3510,Beverage
2016-05-12,Coca Cola,39,3510,Beverage
2016-05-13,Coca Cola,44,3960,Beverage
2016-05-14,Coca Cola,32,2880,Beverage
2016-05-15,Coca Cola,46,4140,Beverage
2016-05-16,Coca Cola,36,3240,Beverage
2016-05-17,Coca Cola,34,3060,Beverage
2016-05-18,Coca Cola,43,3870,Beverage
2016-05-19,Coca Cola,44,3960,Beverage
2016-05-20,Coca Cola,46,4140,Beverage
2016-05-21,Coca Cola,51,4590,Beverage
2016-05-22,Coca Cola,43,3870,Beverage
2016-05-23,Coca Cola,36,3240,Beverage
2016-05-24,Coca Cola,34,3060,Beverage
2016-05-25,Coca Cola,39,3510,Beverage
2016-05-26,Coca Cola,52,4680,Beverage
2016-05-27,Coca Cola,34,3060,Beverage
2016-05-28,Coca Cola,55,4950,Beverage
2016-05-29,Coca Cola,33,2970,Beverage
2016-05-30,Coca Cola,36,3240,Beverage
2016-05-31,Coca Cola,39,3510,Beverage
2016-06-01,Coca Cola,40,3600,Beverage
2016-06-02,Coca Cola,48,4320,Beverage
2016-06-03,Coca Cola,40,3600,Beverage
2016-06-04,Coca Cola,57,5130,Beverage
2016-06-05,Coca Cola,48,4320,Beverage
2016-06-06,Coca Cola,19,1710,Beverage
2016-06-07,Coca Cola,43,3870,Beverage
2016-06-08,Coca Cola,36,3240,Beverage
2016-06-09,Coca Cola,32,2880,Beverage
2016-06-10,Coca Cola,50,4500,Beverage
2016-06-11,Coca Cola,36,3240,Beverage
2016-06-12,Coca Cola,59,5310,Beverage
2016-06-13,Coca Cola,38,3420,Beverage
2016-06-14,Coca Cola,43,3870,Beverage
2016-06-15,Coca Cola,52,4680,Beverage
2016-06-16,Coca Cola,37,3330,Beverage
2016-06-17,Coca Cola,50,4500,Beverage
2016-06-18,Coca Cola,47,4230,Beverage
2016-06-19,Coca Cola,46,4140,Beverage
2016-06-20,Coca Cola,35,3150,Beverage
2016-06-21,Coca Cola,40,3600,Beverage
2016-06-22,Coca Cola,34,3060,Beverage
2016-06-23,Coca Cola,46,4140,Beverage
2016-06-24,Coca Cola,43,3870,Beverage
2016-06-25,Coca Cola,42,3780,Beverage
2016-06-26,Coca Cola,57,5130,Beverage
2016-06-27,Coca Cola,24,2160,Beverage
2016-06-28,Coca Cola,40,3600,Beverage
2016-06-29,Coca Cola,38,3420,Beverage
2016-06-30,Coca Cola,56,5040,Beverage
2016-07-01,Coca Cola,51,4590,Beverage
2016-07-02,Coca Cola,35,3150,Beverage
2016-07-03,Coca Cola,54,4860,Beverage
2016-07-04,Coca Cola,35,3150,Beverage
2016-07-05,Coca Cola,53,4770,Beverage
2016-07-06,Coca Cola,40,3600,Beverage
2016-07-07,Coca Cola,41,3690,Beverage
2016-07-08,Coca Cola,31,2790,Beverage
2016-07-09,Coca Cola,55,4950,Beverage
2016-07-10,Coca Cola,54,4860,Beverage
2016-07-11,Coca Cola,41,3690,Beverage
2016-07-12,Coca Cola,41,3690,Beverage
2016-07-13,Coca Cola,39,3510,Beverage
2016-07-14,Coca Cola,57,5130,Beverage
2016-07-15,Coca Cola,47,4230,Beverage
2016-07-16,Coca Cola,50,4500,Beverage
2016-07-17,Coca Cola,60,5400,Beverage
2016-07-18,Coca Cola,44,3960,Beverage
2016-07-19,Coca Cola,43,3870,Beverage
2016-07-20,Coca Cola,46,4140,Beverage
2016-07-21,Coca Cola,45,4050,Beverage
2016-07-22,Coca Cola,51,4590,Beverage
2016-07-23,Coca Cola,49,4410,Beverage
2016-07-24,Coca Cola,70,6300,Beverage
2016-07-25,Coca Cola,39,3510,Beverage
2016-07-26,Coca Cola,35,3150,Beverage
2016-07-27,Coca Cola,37,3330,Beverage
2016-07-28,Coca Cola,55,4950,Beverage
2016-07-29,Coca Cola,45,4050,Beverage
2016-07-30,Coca Cola,50,4500,Beverage
2016-07-31,Coca Cola,50,4500,Beverage
2016-08-01,Coca Cola,17,1530,Beverage
2016-08-02,Coca Cola,35,3150,Beverage
2016-08-03,Coca Cola,36,3240,Beverage
2016-08-04,Coca Cola,35,3150,Beverage
2016-08-05,Coca Cola,36,3240,Beverage
2016-08-06,Coca Cola,46,4140,Beverage
2016-08-07,Coca Cola,38,3420,Beverage
2016-08-08,Coca Cola,36,3240,Beverage
2016-08-09,Coca Cola,50,4500,Beverage
2016-08-10,Coca Cola,26,2340,Beverage
2016-08-11,Coca Cola,37,3330,Beverage
2016-08-12,Coca Cola,48,4320,Beverage
2016-08-13,Coca Cola,52,4680,Beverage
2016-08-14,Coca Cola,46,4140,Beverage
2016-08-15,Coca Cola,31,2790,Beverage
2016-08-16,Coca Cola,35,3150,Beverage
2016-08-17,Coca Cola,36,3240,Beverage
2016-08-18,Coca Cola,36,3240,Beverage
2016-08-19,Coca Cola,41,3690,Beverage
2016-08-20,Coca Cola,48,4320,Beverage
2016-08-21,Coca Cola,38,3420,Beverage
2016-08-22,Coca Cola,30,2700,Beverage
2016-08-23,Coca Cola,36,3240,Beverage
2016-08-24,Coca Cola,46,4140,Beverage
2016-08-25,Coca Cola,43,3870,Beverage
2016-08-26,Coca Cola,47,4230,Beverage
2016-08-27,Coca Cola,40,3600,Beverage
2016-08-28,Coca Cola,43,3870,Beverage
2016-08-29,Coca Cola,41,3690,Beverage
2016-08-30,Coca Cola,25,2250,Beverage
2016-08-31,Coca Cola,43,3870,Beverage
2016-09-01,Coca Cola,31,2790,Beverage
2016-09-02,Coca Cola,39,3510,Beverage
2016-09-03,Coca Cola,48,4320,Beverage
2016-09-04,Coca Cola,49,4410,Beverage
2016-09-05,Coca Cola,30,2700,Beverage
2016-09-06,Coca Cola,35,3150,Beverage
2016-09-07,Coca Cola,33,2970,Beverage
2016-09-08,Coca Cola,37,3330,Beverage
2016-09-09,Coca Cola,49,4410,Beverage
2016-09-10,Coca Cola,41,3690,Beverage
2016-09-11,Coca Cola,42,3780,Beverage
2016-09-12,Coca Cola,34,3060,Beverage
2016-09-13,Coca Cola,31,2790,Beverage
2016-09-14,Coca Cola,41,3690,Beverage
2016-09-15,Coca Cola,39,3510,Beverage
2016-09-16,Coca Cola,58,5220,Beverage
2016-09-17,Coca Cola,36,3240,Beverage
2016-09-18,Coca Cola,45,4050,Beverage
2016-09-19,Coca Cola,29,2610,Beverage
2016-09-20,Coca Cola,42,3780,Beverage
2016-09-21,Coca Cola,34,3060,Beverage
2016-09-22,Coca Cola,41,3690,Beverage
2016-09-23,Coca Cola,36,3240,Beverage
2016-09-24,Coca Cola,44,3960,Beverage
2016-09-25,Coca Cola,41,3690,Beverage
2016-09-26,Coca Cola,38,3420,Beverage
2016-09-27,Coca Cola,31,2790,Beverage
2016-09-28,Coca Cola,30,2700,Beverage
2016-09-29,Coca Cola,36,3240,Beverage
2016-09-30,Coca Cola,43,3870,Beverage
2016-10-01,Coca Cola,38,3420,Beverage
2016-10-02,Coca Cola,48,4320,Beverage
2016-10-03,Coca Cola,30,2700,Beverage
2016-10-04,Coca Cola,24,2160,Beverage
2016-10-05,Coca Cola,21,1890,Beverage
2016-10-06,Coca Cola,42,3780,Beverage
2016-10-07,Coca Cola,39,3510,Beverage
2016-10-08,Coca Cola,35,3150,Beverage
2016-10-09,Coca Cola,40,3600,Beverage
2016-10-10,Coca Cola,30,2700,Beverage
2016-10-11,Coca Cola,32,2880,Beverage
2016-10-12,Coca Cola,39,3510,Beverage
2016-10-13,Coca Cola,31,2790,Beverage
2016-10-14,Coca Cola,30,2700,Beverage
2016-10-15,Coca Cola,42,3780,Beverage
2016-10-16,Coca Cola,48,4320,Beverage
2016-10-17,Coca Cola,30,2700,Beverage
2016-10-18,Coca Cola,27,2430,Beverage
2016-10-19,Coca Cola,31,2790,Beverage
2016-10-20,Coca Cola,35,3150,Beverage
2016-10-21,Coca Cola,28,2520,Beverage
2016-10-22,Coca Cola,41,3690,Beverage
2016-10-23,Coca Cola,43,3870,Beverage
2016-10-24,Coca Cola,26,2340,Beverage
2016-10-25,Coca Cola,32,2880,Beverage
2016-10-26,Coca Cola,30,2700,Beverage
2016-10-27,Coca Cola,29,2610,Beverage
2016-10-28,Coca Cola,37,3330,Beverage
2016-10-29,Coca Cola,42,3780,Beverage
2016-10-30,Coca Cola,44,3960,Beverage
2016-10-31,Coca Cola,32,2880,Beverage
2016-11-01,Coca Cola,40,3600,Beverage
2016-11-02,Coca Cola,29,2610,Beverage
2016-11-03,Coca Cola,41,3690,Beverage
2016-11-04,Coca Cola,45,4050,Beverage
2016-11-05,Coca Cola,35,3150,Beverage
2016-11-06,Coca Cola,44,3960,Beverage
2016-11-07,Coca Cola,22,1980,Beverage
2016-11-08,Coca Cola,31,2790,Beverage
2016-11-09,Coca Cola,36,3240,Beverage
2016-11-10,Coca Cola,37,3330,Beverage
2016-11-11,Coca Cola,39,3510,Beverage
2016-11-12,Coca Cola,43,3870,Beverage
